None,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
440,AAPL,1982-09-13,18.25,18.37,18.25,18.25,262900.0,0.0,1.0,0.26832636399351,0.27009070172935,0.26832636399351,0.26832636399351,14722400.0
441,AAPL,1982-09-14,18.87,19.0,18.87,18.87,453100.0,0.0,1.0,0.27744210896205,0.27935347484256,0.27744210896205,0.27744210896205,25373600.0
442,AAPL,1982-09-15,18.87,18.87,18.75,18.75,320300.0,0.0,1.0,0.27744210896205,0.27744210896205,0.27567777122621,0.27567777122621,17936800.0
443,AAPL,1982-09-16,18.37,18.37,18.12,18.12,358800.0,0.0,1.0,0.27009070172935,0.27009070172935,0.26641499811301,0.26641499811301,20092800.0
444,AAPL,1982-09-17,17.88,17.88,17.75,17.75,241300.0,0.0,1.0,0.26288632264131,0.26288632264131,0.26097495676081,0.26097495676081,13512800.0
445,AAPL,1982-09-20,17.88,18.0,17.88,17.88,174700.0,0.0,1.0,0.26288632264131,0.26465066037716,0.26288632264131,0.26288632264131,9783200.0
446,AAPL,1982-09-21,18.25,18.37,18.25,18.25,163700.0,0.0,1.0,0.26832636399351,0.27009070172935,0.26832636399351,0.26832636399351,9167200.0
447,AAPL,1982-09-22,18.75,18.87,18.75,18.75,461500.0,0.0,1.0,0.27567777122621,0.27744210896205,0.27567777122621,0.27567777122621,25844000.0
448,AAPL,1982-09-23,18.75,18.87,18.75,18.75,624200.0,0.0,1.0,0.27567777122621,0.27744210896205,0.27567777122621,0.27567777122621,34955200.0
449,AAPL,1982-09-24,18.25,18.25,18.12,18.12,795500.0,0.0,1.0,0.26832636399351,0.26832636399351,0.26641499811301,0.26641499811301,44548000.0
450,AAPL,1982-09-27,18.12,18.37,18.12,18.12,170300.0,0.0,1.0,0.26641499811301,0.27009070172935,0.26641499811301,0.26641499811301,9536800.0
451,AAPL,1982-09-28,18.37,18.63,18.37,18.37,381800.0,0.0,1.0,0.27009070172935,0.27391343349036,0.27009070172935,0.27009070172935,21380800.0
452,AAPL,1982-09-29,18.37,18.5,18.37,18.37,292700.0,0.0,1.0,0.27009070172935,0.27200206760986,0.27009070172935,0.27009070172935,16391200.0
453,AAPL,1982-09-30,18.37,18.37,18.25,18.25,333400.0,0.0,1.0,0.27009070172935,0.27009070172935,0.26832636399351,0.26832636399351,18670400.0
454,AAPL,1982-10-01,18.5,18.75,18.5,18.5,206500.0,0.0,1.0,0.27200206760986,0.27567777122621,0.27200206760986,0.27200206760986,11564000.0
455,AAPL,1982-10-04,18.5,18.87,18.0,18.75,309500.0,0.0,1.0,0.27200206760986,0.27744210896205,0.26465066037716,0.27567777122621,17332000.0
456,AAPL,1982-10-05,18.75,19.25,18.75,18.87,358200.0,0.0,1.0,0.27567777122621,0.2830291784589,0.27567777122621,0.27744210896205,20059200.0
457,AAPL,1982-10-06,18.87,20.25,18.87,20.25,774700.0,0.0,1.0,0.27744210896205,0.2977319929243,0.27744210896205,0.2977319929243,43383200.0
458,AAPL,1982-10-07,20.38,22.0,20.38,21.87,1391400.0,0.0,1.0,0.2996433588048,0.32346191823875,0.2996433588048,0.32155055235825,77918400.0
459,AAPL,1982-10-08,21.87,23.63,21.75,23.5,1230100.0,0.0,1.0,0.32155055235825,0.34742750581735,0.3197862146224,0.34551613993684,68885600.0
460,AAPL,1982-10-11,23.5,24.75,23.5,24.0,1400600.0,0.0,1.0,0.34551613993684,0.36389465801859,0.34551613993684,0.35286754716954,78433600.0
461,AAPL,1982-10-12,24.0,24.38,23.0,23.25,1156000.0,0.0,1.0,0.35286754716954,0.35845461666639,0.33816473270415,0.3418404363205,64736000.0
462,AAPL,1982-10-13,23.25,24.25,23.0,23.5,887700.0,0.0,1.0,0.3418404363205,0.35654325078589,0.33816473270415,0.34551613993684,49711200.0
463,AAPL,1982-10-14,23.5,23.88,23.13,23.63,797600.0,0.0,1.0,0.34551613993684,0.3511032094337,0.34007609858465,0.34742750581735,44665600.0
464,AAPL,1982-10-15,23.5,23.5,22.63,23.0,645600.0,0.0,1.0,0.34551613993684,0.34551613993684,0.33272469135195,0.33816473270415,36153600.0
465,AAPL,1982-10-18,23.0,23.63,23.0,23.5,421200.0,0.0,1.0,0.33816473270415,0.34742750581735,0.33816473270415,0.34551613993684,23587200.0
466,AAPL,1982-10-19,23.5,24.25,23.5,24.0,548400.0,0.0,1.0,0.34551613993684,0.35654325078589,0.34551613993684,0.35286754716954,30710400.0
467,AAPL,1982-10-20,24.0,25.63,23.88,25.37,1080800.0,0.0,1.0,0.35286754716954,0.37683313474814,0.3511032094337,0.37301040298714,60524800.0
468,AAPL,1982-10-21,25.37,26.75,25.0,26.0,1015700.0,0.0,1.0,0.37301040298714,0.39330028694939,0.36757036163494,0.38227317610034,56879200.0
469,AAPL,1982-10-22,26.0,26.75,25.87,25.87,721800.0,0.0,1.0,0.38227317610034,0.39330028694939,0.38036181021984,0.38036181021984,40420800.0
470,AAPL,1982-10-25,25.87,26.0,24.25,24.38,825600.0,0.0,1.0,0.38036181021984,0.38227317610034,0.35654325078589,0.35845461666639,46233600.0
471,AAPL,1982-10-26,24.38,24.62,23.25,24.5,748900.0,0.0,1.0,0.35845461666639,0.36198329213809,0.3418404363205,0.36021895440224,41938400.0
472,AAPL,1982-10-27,24.5,25.25,24.5,25.12,853400.0,0.0,1.0,0.36021895440224,0.37124606525129,0.36021895440224,0.36933469937079,47790400.0
473,AAPL,1982-10-28,25.12,25.37,24.75,25.12,971800.0,0.0,1.0,0.36933469937079,0.37301040298714,0.36389465801859,0.36933469937079,54420800.0
474,AAPL,1982-10-29,25.12,25.37,24.75,25.37,527300.0,0.0,1.0,0.36933469937079,0.37301040298714,0.36389465801859,0.37301040298714,29528800.0
475,AAPL,1982-11-01,25.37,27.0,25.12,26.75,465900.0,0.0,1.0,0.37301040298714,0.39697599056574,0.36933469937079,0.39330028694939,26090400.0
476,AAPL,1982-11-02,27.0,29.5,27.0,28.62,1387700.0,0.0,1.0,0.39697599056574,0.43373302672923,0.39697599056574,0.42079454999968,77711200.0
477,AAPL,1982-11-03,28.62,30.75,28.62,30.75,1049700.0,0.0,1.0,0.42079454999968,0.45211154481098,0.42079454999968,0.45211154481098,58783200.0
478,AAPL,1982-11-04,30.75,31.88,30.5,31.0,1469100.0,0.0,1.0,0.45211154481098,0.46872572515688,0.44843584119463,0.45578724842733,82269600.0
479,AAPL,1982-11-05,30.75,30.75,29.63,30.13,631700.0,0.0,1.0,0.45211154481098,0.45211154481098,0.43564439260973,0.44299579984243,35375200.0
480,AAPL,1982-11-08,30.13,30.37,28.75,28.87,532100.0,0.0,1.0,0.44299579984243,0.44652447531413,0.42270591588018,0.42447025361603,29797600.0
481,AAPL,1982-11-09,28.87,30.13,28.75,29.87,802600.0,0.0,1.0,0.42447025361603,0.44299579984243,0.42270591588018,0.43917306808143,44945600.0
482,AAPL,1982-11-10,30.0,31.5,30.0,31.0,905300.0,0.0,1.0,0.44108443396193,0.46313865566003,0.44108443396193,0.45578724842733,50696800.0
483,AAPL,1982-11-11,31.0,33.0,30.5,33.0,549800.0,0.0,1.0,0.45578724842733,0.48519287735812,0.44843584119463,0.48519287735812,30788800.0
484,AAPL,1982-11-12,33.0,34.0,32.37,32.37,585300.0,0.0,1.0,0.48519287735812,0.49989569182352,0.47593010424492,0.47593010424492,32776800.0
485,AAPL,1982-11-15,32.37,32.75,31.25,31.62,556200.0,0.0,1.0,0.47593010424492,0.48151717374177,0.45946295204368,0.46490299339587,31147200.0
486,AAPL,1982-11-16,31.62,31.75,29.87,30.0,812600.0,0.0,1.0,0.46490299339587,0.46681435927638,0.43917306808143,0.44108443396193,45505600.0
487,AAPL,1982-11-17,30.0,31.5,30.0,31.38,643500.0,0.0,1.0,0.44108443396193,0.46313865566003,0.44108443396193,0.46137431792418,36036000.0
488,AAPL,1982-11-18,31.38,31.88,31.25,31.38,681600.0,0.0,1.0,0.46137431792418,0.46872572515688,0.45946295204368,0.46137431792418,38169600.0
489,AAPL,1982-11-19,31.38,31.62,30.75,30.88,434400.0,0.0,1.0,0.46137431792418,0.46490299339587,0.45211154481098,0.45402291069148,24326400.0
490,AAPL,1982-11-22,30.88,30.88,28.12,28.12,452000.0,0.0,1.0,0.45402291069148,0.45402291069148,0.41344314276698,0.41344314276698,25312000.0
491,AAPL,1982-11-23,28.5,29.75,28.5,28.87,395100.0,0.0,1.0,0.41903021226383,0.43740873034558,0.41903021226383,0.42447025361603,22125600.0
492,AAPL,1982-11-24,28.87,30.5,28.75,29.5,329200.0,0.0,1.0,0.42447025361603,0.44843584119463,0.42270591588018,0.43373302672923,18435200.0
493,AAPL,1982-11-26,29.5,29.87,28.38,29.0,455300.0,0.0,1.0,0.43373302672923,0.43917306808143,0.41726587452798,0.42638161949653,25496800.0
494,AAPL,1982-11-29,29.0,29.37,28.0,28.87,223000.0,0.0,1.0,0.42638161949653,0.43182166084873,0.41167880503113,0.42447025361603,12488000.0
495,AAPL,1982-11-30,28.87,32.0,28.75,31.88,710700.0,0.0,1.0,0.42447025361603,0.47049006289272,0.42270591588018,0.46872572515688,39799200.0
496,AAPL,1982-12-01,31.88,33.75,31.88,32.5,923400.0,0.0,1.0,0.46872572515688,0.49621998820717,0.46872572515688,0.47784147012542,51710400.0
497,AAPL,1982-12-02,32.5,33.0,32.0,32.5,735400.0,0.0,1.0,0.47784147012542,0.48519287735812,0.47049006289272,0.47784147012542,41182400.0
498,AAPL,1982-12-03,32.12,32.12,31.38,31.75,212400.0,0.0,1.0,0.47225440062857,0.47225440062857,0.46137431792418,0.46681435927638,11894400.0
499,AAPL,1982-12-06,31.75,33.75,31.5,33.5,654400.0,0.0,1.0,0.46681435927638,0.49621998820717,0.46313865566003,0.49254428459082,36646400.0
500,AAPL,1982-12-07,33.5,34.62,32.75,33.87,746800.0,0.0,1.0,0.49254428459082,0.50901143679207,0.48151717374177,0.49798432594302,41820800.0
501,AAPL,1982-12-08,33.87,34.88,33.0,33.13,501400.0,0.0,1.0,0.49798432594302,0.51283416855307,0.48519287735812,0.48710424323862,28078400.0
502,AAPL,1982-12-09,32.63,32.63,31.0,31.5,869000.0,0.0,1.0,0.47975283600592,0.47975283600592,0.45578724842733,0.46313865566003,48664000.0
503,AAPL,1982-12-10,31.0,31.0,28.87,29.25,747700.0,0.0,1.0,0.45578724842733,0.45578724842733,0.42447025361603,0.43005732311288,41871200.0
504,AAPL,1982-12-13,29.0,29.0,28.62,28.62,425800.0,0.0,1.0,0.42638161949653,0.42638161949653,0.42079454999968,0.42079454999968,23844800.0
505,AAPL,1982-12-14,28.62,30.37,28.0,28.38,1205600.0,0.0,1.0,0.42079454999968,0.44652447531413,0.41167880503113,0.41726587452798,67513600.0
506,AAPL,1982-12-15,28.38,28.5,27.62,28.25,583900.0,0.0,1.0,0.41726587452798,0.41903021226383,0.40609173553428,0.41535450864748,32698400.0
507,AAPL,1982-12-16,28.25,29.25,28.0,28.75,630200.0,0.0,1.0,0.41535450864748,0.43005732311288,0.41167880503113,0.42270591588018,35291200.0
508,AAPL,1982-12-17,28.75,30.37,28.62,30.13,360400.0,0.0,1.0,0.42270591588018,0.44652447531413,0.42079454999968,0.44299579984243,20182400.0
509,AAPL,1982-12-20,30.13,30.25,29.75,30.0,311500.0,0.0,1.0,0.44299579984243,0.44476013757828,0.43740873034558,0.44108443396193,17444000.0
510,AAPL,1982-12-21,30.0,30.25,29.5,30.25,356900.0,0.0,1.0,0.44108443396193,0.44476013757828,0.43373302672923,0.44476013757828,19986400.0
511,AAPL,1982-12-22,30.37,31.12,30.37,31.12,451900.0,0.0,1.0,0.44652447531413,0.45755158616317,0.44652447531413,0.45755158616317,25306400.0
512,AAPL,1982-12-23,31.12,32.0,30.88,32.0,388300.0,0.0,1.0,0.45755158616317,0.47049006289272,0.45402291069148,0.47049006289272,21744800.0
513,AAPL,1982-12-27,32.0,32.87,31.75,32.75,276200.0,0.0,1.0,0.47049006289272,0.48328151147762,0.46681435927638,0.48151717374177,15467200.0
514,AAPL,1982-12-28,32.75,33.75,32.12,32.5,506100.0,0.0,1.0,0.48151717374177,0.49621998820717,0.47225440062857,0.47784147012542,28341600.0
515,AAPL,1982-12-29,32.5,32.63,31.0,31.38,360300.0,0.0,1.0,0.47784147012542,0.47975283600592,0.45578724842733,0.46137431792418,20176800.0
516,AAPL,1982-12-30,31.38,31.75,29.63,30.0,700300.0,0.0,1.0,0.46137431792418,0.46681435927638,0.43564439260973,0.44108443396193,39216800.0
517,AAPL,1982-12-31,30.0,30.37,29.87,29.87,221700.0,0.0,1.0,0.44108443396193,0.44652447531413,0.43917306808143,0.43917306808143,12415200.0
518,AAPL,1983-01-03,29.87,30.25,28.25,28.5,503700.0,0.0,1.0,0.43917306808143,0.44476013757828,0.41535450864748,0.41903021226383,28207200.0
519,AAPL,1983-01-04,28.5,30.25,28.0,30.13,998700.0,0.0,1.0,0.41903021226383,0.44476013757828,0.41167880503113,0.44299579984243,55927200.0
520,AAPL,1983-01-05,30.13,30.5,29.63,30.25,631900.0,0.0,1.0,0.44299579984243,0.44843584119463,0.43564439260973,0.44476013757828,35386400.0
521,AAPL,1983-01-06,30.25,30.37,29.0,29.13,436600.0,0.0,1.0,0.44476013757828,0.44652447531413,0.42638161949653,0.42829298537703,24449600.0
522,AAPL,1983-01-07,29.13,29.5,27.5,27.5,768100.0,0.0,1.0,0.42829298537703,0.43373302672923,0.40432739779844,0.40432739779844,43013600.0
523,AAPL,1983-01-10,27.5,29.0,27.25,28.75,1229200.0,0.0,1.0,0.40432739779844,0.42638161949653,0.40065169418209,0.42270591588018,68835200.0
524,AAPL,1983-01-11,28.75,29.5,28.75,29.13,6200.0,0.0,1.0,0.42270591588018,0.43373302672923,0.42270591588018,0.42829298537703,347200.0
525,AAPL,1983-01-12,29.5,31.5,29.5,30.75,790100.0,0.0,1.0,0.43373302672923,0.46313865566003,0.43373302672923,0.45211154481098,44245600.0
526,AAPL,1983-01-13,30.75,31.0,30.25,30.75,367300.0,0.0,1.0,0.45211154481098,0.45578724842733,0.44476013757828,0.45211154481098,20568800.0
527,AAPL,1983-01-14,30.88,33.0,30.88,33.0,824300.0,0.0,1.0,0.45402291069148,0.48519287735812,0.45402291069148,0.48519287735812,46160800.0
528,AAPL,1983-01-17,33.0,34.62,32.75,34.13,1048500.0,0.0,1.0,0.48519287735812,0.50901143679207,0.48151717374177,0.50180705770402,58716000.0
529,AAPL,1983-01-18,34.13,34.88,32.5,33.37,981200.0,0.0,1.0,0.50180705770402,0.51283416855307,0.47784147012542,0.49063291871032,54947200.0
530,AAPL,1983-01-19,33.37,34.0,33.25,33.63,757400.0,0.0,1.0,0.49063291871032,0.49989569182352,0.48886858097447,0.49445565047132,42414400.0
531,AAPL,1983-01-20,33.63,37.37,33.63,37.37,3160000.0,0.0,1.0,0.49445565047132,0.54944417657191,0.49445565047132,0.54944417657191,176960000.0
532,AAPL,1983-01-21,37.37,39.0,37.0,37.37,1797300.0,0.0,1.0,0.54944417657191,0.57340976415051,0.54400413521971,0.54944417657191,100648800.0
533,AAPL,1983-01-24,37.37,37.37,34.62,35.25,1408100.0,0.0,1.0,0.54944417657191,0.54944417657191,0.50901143679207,0.51827420990527,78853600.0
534,AAPL,1983-01-25,35.25,37.5,35.0,36.63,745700.0,0.0,1.0,0.51827420990527,0.55135554245241,0.51459850628892,0.53856409386752,41759200.0
535,AAPL,1983-01-26,37.0,38.5,37.0,38.12,907200.0,0.0,1.0,0.54400413521971,0.56605835691781,0.54400413521971,0.56047128742096,50803200.0
536,AAPL,1983-01-27,38.12,41.0,38.0,40.75,465700.0,0.0,1.0,0.56047128742096,0.6028153930813,0.55870694968511,0.59913968946495,26079200.0
537,AAPL,1983-01-28,40.75,42.0,40.5,41.0,1775600.0,0.0,1.0,0.59913968946495,0.6175182075467,0.5954639858486,0.6028153930813,99433600.0
538,AAPL,1983-01-31,41.0,41.62,40.13,40.87,839300.0,0.0,1.0,0.6028153930813,0.61193113804985,0.59002394449641,0.6009040272008,47000800.0
539,AAPL,1983-02-01,40.87,41.75,40.25,41.75,941800.0,0.0,1.0,0.6009040272008,0.61384250393035,0.59178828223225,0.61384250393035,52740800.0
540,AAPL,1983-02-02,41.75,43.75,41.13,42.87,1192200.0,0.0,1.0,0.61384250393035,0.64324813286115,0.6047267589618,0.6303096561316,66763200.0
541,AAPL,1983-02-03,42.87,44.75,42.5,44.63,1127400.0,0.0,1.0,0.6303096561316,0.65795094732654,0.6248696147794,0.6561866095907,63134400.0
542,AAPL,1983-02-04,44.63,45.38,43.87,44.0,956900.0,0.0,1.0,0.6561866095907,0.66721372043974,0.64501247059699,0.6469238364775,53586400.0
543,AAPL,1983-02-07,44.0,44.63,41.5,42.25,638000.0,0.0,1.0,0.6469238364775,0.6561866095907,0.610166800314,0.62119391116305,35728000.0
544,AAPL,1983-02-08,42.25,42.87,41.38,41.88,750500.0,0.0,1.0,0.62119391116305,0.6303096561316,0.60840246257815,0.61575386981085,42028000.0
545,AAPL,1983-02-09,41.88,42.5,40.75,42.25,807200.0,0.0,1.0,0.61575386981085,0.6248696147794,0.59913968946495,0.62119391116305,45203200.0
546,AAPL,1983-02-10,42.25,45.25,42.25,45.0,1056800.0,0.0,1.0,0.62119391116305,0.66530235455924,0.62119391116305,0.66162665094289,59180800.0
547,AAPL,1983-02-11,45.38,47.25,45.38,46.5,908700.0,0.0,1.0,0.66721372043974,0.69470798349004,0.66721372043974,0.68368087264099,50887200.0
548,AAPL,1983-02-14,46.5,46.5,45.12,46.25,563300.0,0.0,1.0,0.68368087264099,0.68368087264099,0.66339098867874,0.68000516902464,31544800.0
549,AAPL,1983-02-15,46.25,46.63,44.88,45.38,514200.0,0.0,1.0,0.68000516902464,0.68559223852149,0.65986231320705,0.66721372043974,28795200.0
550,AAPL,1983-02-16,45.38,45.38,44.25,44.5,520400.0,0.0,1.0,0.66721372043974,0.66721372043974,0.65059954009385,0.65427524371019,29142400.0
551,AAPL,1983-02-17,44.5,44.5,42.62,44.0,607900.0,0.0,1.0,0.65427524371019,0.65427524371019,0.62663395251525,0.6469238364775,34042400.0
552,AAPL,1983-02-18,44.0,45.88,43.5,45.38,512900.0,0.0,1.0,0.6469238364775,0.67456512767244,0.6395724292448,0.66721372043974,28722400.0
553,AAPL,1983-02-22,45.62,47.75,45.62,46.5,878500.0,0.0,1.0,0.67074239591144,0.70205939072274,0.67074239591144,0.68368087264099,49196000.0
554,AAPL,1983-02-23,46.5,47.13,46.12,46.87,482300.0,0.0,1.0,0.68368087264099,0.69294364575419,0.67809380314414,0.68912091399319,27008800.0
555,AAPL,1983-02-24,47.25,48.38,47.25,48.13,515600.0,0.0,1.0,0.69470798349004,0.71132216383594,0.69470798349004,0.70764646021959,28873600.0
556,AAPL,1983-02-25,48.13,48.62,46.5,46.75,512000.0,0.0,1.0,0.70764646021959,0.71485083930763,0.68368087264099,0.68735657625734,28672000.0
557,AAPL,1983-02-28,46.75,46.87,45.5,45.62,590600.0,0.0,1.0,0.68735657625734,0.68912091399319,0.66897805817559,0.67074239591144,33073600.0
558,AAPL,1983-03-01,45.62,46.63,45.5,46.37,626200.0,0.0,1.0,0.67074239591144,0.68559223852149,0.66897805817559,0.68176950676049,35067200.0
559,AAPL,1983-03-02,46.37,47.0,46.25,46.75,473000.0,0.0,1.0,0.68176950676049,0.69103227987369,0.68000516902464,0.68735657625734,26488000.0
560,AAPL,1983-03-03,46.75,47.25,45.12,45.25,587200.0,0.0,1.0,0.68735657625734,0.69470798349004,0.66339098867874,0.66530235455924,32883200.0
561,AAPL,1983-03-04,45.25,45.38,43.25,44.63,677700.0,0.0,1.0,0.66530235455924,0.66721372043974,0.63589672562845,0.6561866095907,37951200.0
562,AAPL,1983-03-07,44.63,44.75,42.5,43.75,681600.0,0.0,1.0,0.6561866095907,0.65795094732654,0.6248696147794,0.64324813286115,38169600.0
563,AAPL,1983-03-08,43.5,43.5,41.75,42.38,985000.0,0.0,1.0,0.6395724292448,0.6395724292448,0.61384250393035,0.62310527704355,55160000.0
564,AAPL,1983-03-09,42.38,43.63,41.62,43.63,889900.0,0.0,1.0,0.62310527704355,0.6414837951253,0.61193113804985,0.6414837951253,49834400.0
565,AAPL,1983-03-10,43.63,44.13,42.62,43.0,502700.0,0.0,1.0,0.6414837951253,0.648835202358,0.62663395251525,0.6322210220121,28151200.0
566,AAPL,1983-03-11,43.0,43.75,41.38,42.38,391800.0,0.0,1.0,0.6322210220121,0.64324813286115,0.60840246257815,0.62310527704355,21940800.0
567,AAPL,1983-03-14,42.25,42.25,40.37,41.38,767300.0,0.0,1.0,0.62119391116305,0.62119391116305,0.5935526199681,0.60840246257815,42968800.0
568,AAPL,1983-03-15,41.38,42.0,40.13,42.0,335100.0,0.0,1.0,0.60840246257815,0.6175182075467,0.59002394449641,0.6175182075467,18765600.0
569,AAPL,1983-03-16,42.0,43.5,41.75,42.0,495400.0,0.0,1.0,0.6175182075467,0.6395724292448,0.61384250393035,0.6175182075467,27742400.0
570,AAPL,1983-03-17,42.0,42.38,41.88,42.38,197100.0,0.0,1.0,0.6175182075467,0.62310527704355,0.61575386981085,0.62310527704355,11037600.0
571,AAPL,1983-03-18,42.38,43.5,42.25,43.0,384500.0,0.0,1.0,0.62310527704355,0.6395724292448,0.62119391116305,0.6322210220121,21532000.0
572,AAPL,1983-03-21,43.0,44.13,42.75,44.0,464400.0,0.0,1.0,0.6322210220121,0.648835202358,0.62854531839575,0.6469238364775,26006400.0
573,AAPL,1983-03-22,44.0,45.12,44.0,44.5,450900.0,0.0,1.0,0.6469238364775,0.66339098867874,0.6469238364775,0.65427524371019,25250400.0
574,AAPL,1983-03-23,44.5,44.63,42.25,42.38,628400.0,0.0,1.0,0.65427524371019,0.6561866095907,0.62119391116305,0.62310527704355,35190400.0
575,AAPL,1983-03-24,42.38,43.63,42.25,43.13,457400.0,0.0,1.0,0.62310527704355,0.6414837951253,0.62119391116305,0.6341323878926,25614400.0
576,AAPL,1983-03-25,43.13,43.87,43.0,43.13,259200.0,0.0,1.0,0.6341323878926,0.64501247059699,0.6322210220121,0.6341323878926,14515200.0
577,AAPL,1983-03-28,43.0,43.0,41.75,42.5,332900.0,0.0,1.0,0.6322210220121,0.6322210220121,0.61384250393035,0.6248696147794,18642400.0
578,AAPL,1983-03-29,42.62,44.13,42.62,43.75,463100.0,0.0,1.0,0.62663395251525,0.648835202358,0.62663395251525,0.64324813286115,25933600.0
579,AAPL,1983-03-30,43.75,44.37,43.75,44.25,392000.0,0.0,1.0,0.64324813286115,0.65236387782969,0.64324813286115,0.65059954009385,21952000.0
580,AAPL,1983-03-31,44.25,44.5,42.25,42.25,380100.0,0.0,1.0,0.65059954009385,0.65427524371019,0.62119391116305,0.62119391116305,21285600.0
581,AAPL,1983-04-04,42.25,42.25,40.13,41.13,568700.0,0.0,1.0,0.62119391116305,0.62119391116305,0.59002394449641,0.6047267589618,31847200.0
582,AAPL,1983-04-05,41.13,42.0,40.37,40.37,545100.0,0.0,1.0,0.6047267589618,0.6175182075467,0.5935526199681,0.5935526199681,30525600.0
583,AAPL,1983-04-06,40.37,40.5,39.5,40.0,955300.0,0.0,1.0,0.5935526199681,0.5954639858486,0.58076117138321,0.58811257861591,53496800.0
584,AAPL,1983-04-07,40.0,40.25,39.37,39.63,649600.0,0.0,1.0,0.58811257861591,0.59178828223225,0.57884980550271,0.58267253726371,36377600.0
585,AAPL,1983-04-08,39.63,39.87,38.62,39.37,670800.0,0.0,1.0,0.58267253726371,0.5862012127354,0.56782269465366,0.57884980550271,37564800.0
586,AAPL,1983-04-11,39.37,41.88,38.75,41.62,1028900.0,0.0,1.0,0.57884980550271,0.61575386981085,0.56973406053416,0.61193113804985,57618400.0
587,AAPL,1983-04-12,41.62,42.62,41.62,42.5,777000.0,0.0,1.0,0.61193113804985,0.62663395251525,0.61193113804985,0.6248696147794,43512000.0
588,AAPL,1983-04-13,42.5,44.13,42.5,44.0,847200.0,0.0,1.0,0.6248696147794,0.648835202358,0.6248696147794,0.6469238364775,47443200.0
589,AAPL,1983-04-14,44.0,45.12,43.63,45.0,608800.0,0.0,1.0,0.6469238364775,0.66339098867874,0.6414837951253,0.66162665094289,34092800.0
590,AAPL,1983-04-15,45.0,46.12,45.0,45.75,513400.0,0.0,1.0,0.66162665094289,0.67809380314414,0.66162665094289,0.67265376179194,28750400.0
591,AAPL,1983-04-18,46.0,47.87,46.0,47.0,694500.0,0.0,1.0,0.67632946540829,0.70382372845858,0.67632946540829,0.69103227987369,38892000.0
592,AAPL,1983-04-19,47.0,47.37,46.25,46.5,1044100.0,0.0,1.0,0.69103227987369,0.69647232122589,0.68000516902464,0.68368087264099,58469600.0
593,AAPL,1983-04-20,46.5,51.0,46.5,50.63,1287200.0,0.0,1.0,0.68368087264099,0.74984353773528,0.68368087264099,0.74440349638308,72083200.0
594,AAPL,1983-04-21,51.25,52.75,51.25,52.0,1027000.0,0.0,1.0,0.75351924135163,0.77557346304973,0.75351924135163,0.76454635220068,57512000.0
595,AAPL,1983-04-22,52.0,52.5,50.75,51.0,567800.0,0.0,1.0,0.76454635220068,0.77189775943338,0.74616783411893,0.74984353773528,31796800.0
596,AAPL,1983-04-25,51.0,51.37,48.38,48.62,561200.0,0.0,1.0,0.74984353773528,0.75528357908748,0.71132216383594,0.71485083930763,31427200.0
597,AAPL,1983-04-26,48.62,50.63,48.5,50.0,443900.0,0.0,1.0,0.71485083930763,0.74440349638308,0.71308650157179,0.73514072326988,24858400.0
598,AAPL,1983-04-27,50.0,51.13,49.0,49.5,384100.0,0.0,1.0,0.73514072326988,0.75175490361578,0.72043790880448,0.72778931603718,21509600.0
599,AAPL,1983-04-28,49.5,50.25,48.88,50.0,354500.0,0.0,1.0,0.72778931603718,0.73881642688623,0.71867357106864,0.73514072326988,19852000.0
600,AAPL,1983-04-29,50.0,50.75,49.38,50.5,1376400.0,0.0,1.0,0.73514072326988,0.74616783411893,0.72602497830134,0.74249213050258,77078400.0
601,AAPL,1983-05-02,50.5,50.75,48.38,49.0,433400.0,0.0,1.0,0.74249213050258,0.74616783411893,0.71132216383594,0.72043790880448,24270400.0
602,AAPL,1983-05-03,49.0,49.12,47.63,48.5,473200.0,0.0,1.0,0.72043790880448,0.72220224654033,0.70029505298689,0.71308650157179,26499200.0
603,AAPL,1983-05-04,48.5,51.5,48.5,51.5,576400.0,0.0,1.0,0.71308650157179,0.75719494496798,0.71308650157179,0.75719494496798,32278400.0
604,AAPL,1983-05-05,51.5,55.0,51.5,54.87,627200.0,0.0,1.0,0.75719494496798,0.80865479559687,0.75719494496798,0.80674342971637,35123200.0
605,AAPL,1983-05-06,54.87,55.75,53.75,55.13,447100.0,0.0,1.0,0.80674342971637,0.81968190644592,0.79027627751512,0.81056616147737,25037600.0
606,AAPL,1983-05-09,55.13,55.25,53.87,54.37,308800.0,0.0,1.0,0.81056616147737,0.81233049921322,0.79204061525097,0.79939202248367,17292800.0
607,AAPL,1983-05-10,54.37,55.38,54.13,54.75,231700.0,0.0,1.0,0.79939202248367,0.81424186509372,0.79586334701197,0.80497909198052,12975200.0
608,AAPL,1983-05-11,54.75,55.0,53.0,53.37,246700.0,0.0,1.0,0.80497909198052,0.80865479559687,0.77924916666607,0.78468920801827,13815200.0
609,AAPL,1983-05-12,53.37,53.37,52.38,52.88,439400.0,0.0,1.0,0.78468920801827,0.78468920801827,0.77013342169753,0.77748482893023,24606400.0
610,AAPL,1983-05-13,52.88,53.63,52.88,53.12,218600.0,0.0,1.0,0.77748482893023,0.78851193977928,0.77748482893023,0.78101350440192,12241600.0
