None,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
960,AAPL,1984-10-02,24.75,25.62,24.75,24.75,527900.0,0.0,1.0,0.36389465801859,0.37668610660349,0.36389465801859,0.36389465801859,29562400.0
961,AAPL,1984-10-03,25.12,25.5,25.12,25.12,537600.0,0.0,1.0,0.36933469937079,0.37492176886764,0.36933469937079,0.36933469937079,30105600.0
962,AAPL,1984-10-04,25.37,25.62,25.37,25.37,560200.0,0.0,1.0,0.37301040298714,0.37668610660349,0.37301040298714,0.37301040298714,31371200.0
963,AAPL,1984-10-05,25.37,25.37,24.75,24.87,435600.0,0.0,1.0,0.37301040298714,0.37301040298714,0.36389465801859,0.36565899575444,24393600.0
964,AAPL,1984-10-08,24.87,25.0,24.87,24.87,209700.0,0.0,1.0,0.36565899575444,0.36757036163494,0.36565899575444,0.36565899575444,11743200.0
965,AAPL,1984-10-09,24.87,25.0,24.62,24.62,559200.0,0.0,1.0,0.36565899575444,0.36757036163494,0.36198329213809,0.36198329213809,31315200.0
966,AAPL,1984-10-10,24.62,24.62,23.87,23.87,1628800.0,0.0,1.0,0.36198329213809,0.36198329213809,0.35095618128904,0.35095618128904,91212800.0
967,AAPL,1984-10-11,23.87,24.5,23.75,23.75,815900.0,0.0,1.0,0.35095618128904,0.36021895440224,0.34919184355319,0.34919184355319,45690400.0
968,AAPL,1984-10-12,23.75,23.87,22.5,22.75,1186600.0,0.0,1.0,0.34919184355319,0.35095618128904,0.33081332547145,0.3344890290878,66449600.0
969,AAPL,1984-10-15,24.0,24.25,24.0,24.0,1086000.0,0.0,1.0,0.35286754716954,0.35654325078589,0.35286754716954,0.35286754716954,60816000.0
970,AAPL,1984-10-16,24.0,24.12,23.87,23.87,526900.0,0.0,1.0,0.35286754716954,0.35463188490539,0.35095618128904,0.35095618128904,29506400.0
971,AAPL,1984-10-17,24.87,25.0,24.87,24.87,699300.0,0.0,1.0,0.36565899575444,0.36757036163494,0.36565899575444,0.36565899575444,39160800.0
972,AAPL,1984-10-18,25.62,25.75,25.62,25.62,1103400.0,0.0,1.0,0.37668610660349,0.37859747248399,0.37668610660349,0.37668610660349,61790400.0
973,AAPL,1984-10-19,25.62,27.37,25.5,25.62,1455900.0,0.0,1.0,0.37668610660349,0.40241603191793,0.37492176886764,0.37668610660349,81530400.0
974,AAPL,1984-10-22,25.62,26.0,25.37,25.37,512300.0,0.0,1.0,0.37668610660349,0.38227317610034,0.37301040298714,0.37301040298714,28688800.0
975,AAPL,1984-10-23,26.0,26.25,26.0,26.0,832300.0,0.0,1.0,0.38227317610034,0.38594887971669,0.38227317610034,0.38227317610034,46608800.0
976,AAPL,1984-10-24,26.25,26.5,26.25,26.25,745600.0,0.0,1.0,0.38594887971669,0.38962458333304,0.38594887971669,0.38594887971669,41753600.0
977,AAPL,1984-10-25,26.25,26.25,25.25,25.25,706100.0,0.0,1.0,0.38594887971669,0.38594887971669,0.37124606525129,0.37124606525129,39541600.0
978,AAPL,1984-10-26,25.25,25.25,24.5,24.62,512700.0,0.0,1.0,0.37124606525129,0.37124606525129,0.36021895440224,0.36198329213809,28711200.0
979,AAPL,1984-10-29,24.75,24.87,24.75,24.75,226100.0,0.0,1.0,0.36389465801859,0.36565899575444,0.36389465801859,0.36389465801859,12661600.0
980,AAPL,1984-10-30,25.0,25.25,25.0,25.0,333000.0,0.0,1.0,0.36757036163494,0.37124606525129,0.36757036163494,0.36757036163494,18648000.0
981,AAPL,1984-10-31,25.0,25.25,24.87,24.87,268900.0,0.0,1.0,0.36757036163494,0.37124606525129,0.36565899575444,0.36565899575444,15058400.0
982,AAPL,1984-11-01,25.0,25.25,25.0,25.0,210000.0,0.0,1.0,0.36757036163494,0.37124606525129,0.36757036163494,0.36757036163494,11760000.0
983,AAPL,1984-11-02,25.0,25.12,24.75,24.87,123600.0,0.0,1.0,0.36757036163494,0.36933469937079,0.36389465801859,0.36565899575444,6921600.0
984,AAPL,1984-11-05,24.87,25.37,24.75,24.75,470400.0,0.0,1.0,0.36565899575444,0.37301040298714,0.36389465801859,0.36389465801859,26342400.0
985,AAPL,1984-11-06,26.25,26.37,26.25,26.25,1005900.0,0.0,1.0,0.38594887971669,0.38771321745254,0.38594887971669,0.38594887971669,56330400.0
986,AAPL,1984-11-07,26.25,26.37,25.75,25.75,1033700.0,0.0,1.0,0.38594887971669,0.38771321745254,0.37859747248399,0.37859747248399,57887200.0
987,AAPL,1984-11-08,25.75,25.75,24.75,24.75,393400.0,0.0,1.0,0.37859747248399,0.37859747248399,0.36389465801859,0.36389465801859,22030400.0
988,AAPL,1984-11-09,24.75,24.87,23.0,23.25,1313100.0,0.0,1.0,0.36389465801859,0.36565899575444,0.33816473270415,0.3418404363205,73533600.0
989,AAPL,1984-11-12,24.12,24.25,24.12,24.12,505600.0,0.0,1.0,0.35463188490539,0.35654325078589,0.35463188490539,0.35463188490539,28313600.0
990,AAPL,1984-11-13,24.12,24.62,23.5,23.5,565500.0,0.0,1.0,0.35463188490539,0.36198329213809,0.34551613993684,0.34551613993684,31668000.0
991,AAPL,1984-11-14,23.75,24.0,23.75,23.75,465800.0,0.0,1.0,0.34919184355319,0.35286754716954,0.34919184355319,0.34919184355319,26084800.0
992,AAPL,1984-11-15,23.75,24.0,23.75,23.75,475900.0,0.0,1.0,0.34919184355319,0.35286754716954,0.34919184355319,0.34919184355319,26650400.0
993,AAPL,1984-11-16,23.75,24.12,23.12,23.25,740000.0,0.0,1.0,0.34919184355319,0.35463188490539,0.33992907043999,0.3418404363205,41440000.0
994,AAPL,1984-11-19,23.25,23.37,21.87,21.87,1040100.0,0.0,1.0,0.3418404363205,0.34360477405634,0.32155055235825,0.32155055235825,58245600.0
995,AAPL,1984-11-20,22.62,22.75,22.62,22.62,1175200.0,0.0,1.0,0.33257766320729,0.3344890290878,0.33257766320729,0.33257766320729,65811200.0
996,AAPL,1984-11-21,23.12,23.25,23.12,23.12,797900.0,0.0,1.0,0.33992907043999,0.3418404363205,0.33992907043999,0.33992907043999,44682400.0
997,AAPL,1984-11-23,23.37,24.12,23.37,23.75,612000.0,0.0,1.0,0.34360477405634,0.35463188490539,0.34360477405634,0.34919184355319,34272000.0
998,AAPL,1984-11-26,24.0,24.0,24.0,24.0,449300.0,0.0,1.0,0.35286754716954,0.35286754716954,0.35286754716954,0.35286754716954,25160800.0
999,AAPL,1984-11-27,24.62,24.87,24.62,24.62,568800.0,0.0,1.0,0.36198329213809,0.36565899575444,0.36198329213809,0.36198329213809,31852800.0
1000,AAPL,1984-11-28,25.87,26.5,25.87,25.87,1832700.0,0.0,1.0,0.38036181021984,0.38962458333304,0.38036181021984,0.38036181021984,102631200.0
1001,AAPL,1984-11-29,25.87,25.87,25.37,25.37,780700.0,0.0,1.0,0.38036181021984,0.38036181021984,0.37301040298714,0.37301040298714,43719200.0
1002,AAPL,1984-11-30,25.37,25.62,24.62,24.75,485300.0,0.0,1.0,0.37301040298714,0.37668610660349,0.36198329213809,0.36389465801859,27176800.0
1003,AAPL,1984-12-03,24.75,24.87,24.37,24.37,437500.0,0.0,1.0,0.36389465801859,0.36565899575444,0.35830758852174,0.35830758852174,24500000.0
1004,AAPL,1984-12-04,24.87,25.37,24.87,24.87,537400.0,0.0,1.0,0.36565899575444,0.37301040298714,0.36565899575444,0.36565899575444,30094400.0
1005,AAPL,1984-12-05,26.12,26.12,26.12,26.12,1173700.0,0.0,1.0,0.38403751383619,0.38403751383619,0.38403751383619,0.38403751383619,65727200.0
1006,AAPL,1984-12-06,27.37,27.5,27.37,27.37,1416400.0,0.0,1.0,0.40241603191793,0.40432739779844,0.40241603191793,0.40241603191793,79318400.0
1007,AAPL,1984-12-07,27.37,28.37,27.12,27.25,2207700.0,0.0,1.0,0.40241603191793,0.41711884638333,0.39874032830158,0.40065169418209,123631200.0
1008,AAPL,1984-12-10,27.25,27.25,26.75,26.75,497700.0,0.0,1.0,0.40065169418209,0.40065169418209,0.39330028694939,0.39330028694939,27871200.0
1009,AAPL,1984-12-11,26.75,27.12,26.37,26.37,552600.0,0.0,1.0,0.39330028694939,0.39874032830158,0.38771321745254,0.38771321745254,30945600.0
1010,AAPL,1984-12-12,26.37,26.37,25.5,25.5,491400.0,0.0,1.0,0.38771321745254,0.38771321745254,0.37492176886764,0.37492176886764,27518400.0
1011,AAPL,1984-12-13,25.75,26.25,25.75,25.75,298400.0,0.0,1.0,0.37859747248399,0.38594887971669,0.37859747248399,0.37859747248399,16710400.0
1012,AAPL,1984-12-14,25.75,26.62,25.75,26.37,429200.0,0.0,1.0,0.37859747248399,0.39138892106889,0.37859747248399,0.38771321745254,24035200.0
1013,AAPL,1984-12-17,27.0,27.25,27.0,27.0,559100.0,0.0,1.0,0.39697599056574,0.40065169418209,0.39697599056574,0.39697599056574,31309600.0
1014,AAPL,1984-12-18,28.62,28.75,28.62,28.62,1520400.0,0.0,1.0,0.42079454999968,0.42270591588018,0.42079454999968,0.42079454999968,85142400.0
1015,AAPL,1984-12-19,28.62,28.75,27.5,27.5,1417400.0,0.0,1.0,0.42079454999968,0.42270591588018,0.40432739779844,0.40432739779844,79374400.0
1016,AAPL,1984-12-20,27.5,28.0,27.37,27.37,624300.0,0.0,1.0,0.40432739779844,0.41167880503113,0.40241603191793,0.40241603191793,34960800.0
1017,AAPL,1984-12-21,27.37,27.5,26.75,27.0,553100.0,0.0,1.0,0.40241603191793,0.40432739779844,0.39330028694939,0.39697599056574,30973600.0
1018,AAPL,1984-12-24,27.5,27.62,27.5,27.5,301500.0,0.0,1.0,0.40432739779844,0.40609173553428,0.40432739779844,0.40432739779844,16884000.0
1019,AAPL,1984-12-26,27.62,27.87,27.62,27.62,299900.0,0.0,1.0,0.40609173553428,0.40976743915063,0.40609173553428,0.40609173553428,16794400.0
1020,AAPL,1984-12-27,27.75,27.87,27.75,27.75,440900.0,0.0,1.0,0.40800310141478,0.40976743915063,0.40800310141478,0.40800310141478,24690400.0
1021,AAPL,1984-12-28,27.75,28.87,27.62,28.75,738100.0,0.0,1.0,0.40800310141478,0.42447025361603,0.40609173553428,0.42270591588018,41333600.0
1022,AAPL,1984-12-31,29.12,29.25,29.12,29.12,927500.0,0.0,1.0,0.42814595723238,0.43005732311288,0.42814595723238,0.42814595723238,51940000.0
1023,AAPL,1985-01-02,29.12,29.12,27.87,27.87,782600.0,0.0,1.0,0.42814595723238,0.42814595723238,0.40976743915063,0.40976743915063,43825600.0
1024,AAPL,1985-01-03,28.37,29.12,28.37,28.37,743800.0,0.0,1.0,0.41711884638333,0.42814595723238,0.41711884638333,0.41711884638333,41652800.0
1025,AAPL,1985-01-04,28.37,28.5,28.0,28.37,612800.0,0.0,1.0,0.41711884638333,0.41903021226383,0.41167880503113,0.41711884638333,34316800.0
1026,AAPL,1985-01-07,28.37,28.5,28.25,28.25,763000.0,0.0,1.0,0.41711884638333,0.41903021226383,0.41535450864748,0.41535450864748,42728000.0
1027,AAPL,1985-01-08,28.25,28.5,28.0,28.0,630000.0,0.0,1.0,0.41535450864748,0.41903021226383,0.41167880503113,0.41167880503113,35280000.0
1028,AAPL,1985-01-09,28.75,29.12,28.75,28.75,744300.0,0.0,1.0,0.42270591588018,0.42814595723238,0.42270591588018,0.42270591588018,41680800.0
1029,AAPL,1985-01-10,30.0,30.12,30.0,30.0,1236900.0,0.0,1.0,0.44108443396193,0.44284877169778,0.44108443396193,0.44108443396193,69266400.0
1030,AAPL,1985-01-11,30.0,30.25,29.5,29.75,915400.0,0.0,1.0,0.44108443396193,0.44476013757828,0.43373302672923,0.43740873034558,51262400.0
1031,AAPL,1985-01-14,30.62,30.87,30.62,30.62,1207300.0,0.0,1.0,0.45020017893048,0.45387588254683,0.45020017893048,0.45020017893048,67608800.0
1032,AAPL,1985-01-15,30.62,31.12,30.0,30.0,1182900.0,0.0,1.0,0.45020017893048,0.45755158616317,0.44108443396193,0.44108443396193,66242400.0
1033,AAPL,1985-01-16,30.25,30.75,30.25,30.25,847700.0,0.0,1.0,0.44476013757828,0.45211154481098,0.44476013757828,0.44476013757828,47471200.0
1034,AAPL,1985-01-17,30.25,30.75,28.12,28.12,2444300.0,0.0,1.0,0.44476013757828,0.45211154481098,0.41344314276698,0.41344314276698,136880800.0
1035,AAPL,1985-01-18,28.12,29.25,28.0,28.62,1574400.0,0.0,1.0,0.41344314276698,0.43005732311288,0.41167880503113,0.42079454999968,88166400.0
1036,AAPL,1985-01-21,29.25,29.5,29.25,29.25,1452800.0,0.0,1.0,0.43005732311288,0.43373302672923,0.43005732311288,0.43005732311288,81356800.0
1037,AAPL,1985-01-22,30.12,30.25,30.12,30.12,1896600.0,0.0,1.0,0.44284877169778,0.44476013757828,0.44284877169778,0.44284877169778,106209600.0
1038,AAPL,1985-01-23,30.12,30.25,29.62,29.62,1921900.0,0.0,1.0,0.44284877169778,0.44476013757828,0.43549736446508,0.43549736446508,107626400.0
1039,AAPL,1985-01-24,29.62,29.62,29.0,29.0,1772600.0,0.0,1.0,0.43549736446508,0.43549736446508,0.42638161949653,0.42638161949653,99265600.0
1040,AAPL,1985-01-25,29.0,29.62,28.37,29.62,1421700.0,0.0,1.0,0.42638161949653,0.43549736446508,0.41711884638333,0.43549736446508,79615200.0
1041,AAPL,1985-01-28,30.25,30.62,30.25,30.25,1840100.0,0.0,1.0,0.44476013757828,0.45020017893048,0.44476013757828,0.44476013757828,103045600.0
1042,AAPL,1985-01-29,30.25,30.5,29.87,29.87,998800.0,0.0,1.0,0.44476013757828,0.44843584119463,0.43917306808143,0.43917306808143,55932800.0
1043,AAPL,1985-01-30,29.87,30.5,29.87,29.87,2198400.0,0.0,1.0,0.43917306808143,0.44843584119463,0.43917306808143,0.43917306808143,123110400.0
1044,AAPL,1985-01-31,29.87,30.0,29.0,29.0,1233200.0,0.0,1.0,0.43917306808143,0.44108443396193,0.42638161949653,0.42638161949653,69059200.0
1045,AAPL,1985-02-01,29.0,29.12,28.37,28.62,614900.0,0.0,1.0,0.42638161949653,0.42814595723238,0.41711884638333,0.42079454999968,34434400.0
1046,AAPL,1985-02-04,29.25,29.37,29.25,29.25,973300.0,0.0,1.0,0.43005732311288,0.43182166084873,0.43005732311288,0.43005732311288,54504800.0
1047,AAPL,1985-02-05,29.5,30.0,29.5,29.5,848400.0,0.0,1.0,0.43373302672923,0.44108443396193,0.43373302672923,0.43373302672923,47510400.0
1048,AAPL,1985-02-06,30.0,30.0,30.0,30.0,868000.0,0.0,1.0,0.44108443396193,0.44108443396193,0.44108443396193,0.44108443396193,48608000.0
1049,AAPL,1985-02-07,30.0,30.37,29.87,29.87,1095900.0,0.0,1.0,0.44108443396193,0.44652447531413,0.43917306808143,0.43917306808143,61370400.0
1050,AAPL,1985-02-08,29.87,30.0,29.5,29.87,589400.0,0.0,1.0,0.43917306808143,0.44108443396193,0.43373302672923,0.43917306808143,33006400.0
1051,AAPL,1985-02-11,30.5,30.75,30.5,30.5,1548900.0,0.0,1.0,0.44843584119463,0.45211154481098,0.44843584119463,0.44843584119463,86738400.0
1052,AAPL,1985-02-12,30.5,30.62,29.75,29.75,1011200.0,0.0,1.0,0.44843584119463,0.45020017893048,0.43740873034558,0.43740873034558,56627200.0
1053,AAPL,1985-02-13,29.75,29.75,28.37,28.37,2352800.0,0.0,1.0,0.43740873034558,0.43740873034558,0.41711884638333,0.41711884638333,131756800.0
1054,AAPL,1985-02-14,28.37,28.62,27.62,27.62,1905500.0,0.0,1.0,0.41711884638333,0.42079454999968,0.40609173553428,0.40609173553428,106708000.0
1055,AAPL,1985-02-15,27.62,28.12,27.37,28.0,775100.0,0.0,1.0,0.40609173553428,0.41344314276698,0.40241603191793,0.41167880503113,43405600.0
1056,AAPL,1985-02-19,27.87,27.87,27.62,27.62,668900.0,0.0,1.0,0.40976743915063,0.40976743915063,0.40609173553428,0.40609173553428,37458400.0
1057,AAPL,1985-02-20,27.62,27.75,26.37,26.37,982000.0,0.0,1.0,0.40609173553428,0.40800310141478,0.38771321745254,0.38771321745254,54992000.0
1058,AAPL,1985-02-21,26.87,27.0,26.87,26.87,1376000.0,0.0,1.0,0.39506462468523,0.39697599056574,0.39506462468523,0.39506462468523,77056000.0
1059,AAPL,1985-02-22,26.87,27.87,26.87,27.62,1011300.0,0.0,1.0,0.39506462468523,0.40976743915063,0.39506462468523,0.40609173553428,56632800.0
1060,AAPL,1985-02-25,27.62,27.75,27.25,27.25,439900.0,0.0,1.0,0.40609173553428,0.40800310141478,0.40065169418209,0.40065169418209,24634400.0
1061,AAPL,1985-02-26,27.25,27.37,26.75,26.75,843600.0,0.0,1.0,0.40065169418209,0.40241603191793,0.39330028694939,0.39330028694939,47241600.0
1062,AAPL,1985-02-27,26.75,26.75,25.12,25.12,1801700.0,0.0,1.0,0.39330028694939,0.39330028694939,0.36933469937079,0.36933469937079,100895200.0
1063,AAPL,1985-02-28,25.12,25.12,24.75,24.75,1424400.0,0.0,1.0,0.36933469937079,0.36933469937079,0.36389465801859,0.36389465801859,79766400.0
1064,AAPL,1985-03-01,24.75,24.87,24.0,24.87,1104600.0,0.0,1.0,0.36389465801859,0.36565899575444,0.35286754716954,0.36565899575444,61857600.0
1065,AAPL,1985-03-04,25.25,26.0,25.25,25.25,683500.0,0.0,1.0,0.37124606525129,0.38227317610034,0.37124606525129,0.37124606525129,38276000.0
1066,AAPL,1985-03-05,25.87,25.87,25.87,25.87,583800.0,0.0,1.0,0.38036181021984,0.38036181021984,0.38036181021984,0.38036181021984,32692800.0
1067,AAPL,1985-03-06,25.87,25.87,24.62,24.62,864300.0,0.0,1.0,0.38036181021984,0.38036181021984,0.36198329213809,0.36198329213809,48400800.0
1068,AAPL,1985-03-07,24.62,24.75,22.12,22.12,3276700.0,0.0,1.0,0.36198329213809,0.36389465801859,0.3252262559746,0.3252262559746,183495200.0
1069,AAPL,1985-03-08,22.12,22.12,20.75,21.5,2114100.0,0.0,1.0,0.3252262559746,0.3252262559746,0.305083400157,0.31611051100605,118389600.0
1070,AAPL,1985-03-11,22.25,22.37,22.25,22.25,1276800.0,0.0,1.0,0.3271376218551,0.32890195959095,0.3271376218551,0.3271376218551,71500800.0
1071,AAPL,1985-03-12,23.0,23.25,23.0,23.0,979600.0,0.0,1.0,0.33816473270415,0.3418404363205,0.33816473270415,0.33816473270415,54857600.0
1072,AAPL,1985-03-13,23.0,23.0,21.75,21.75,1121100.0,0.0,1.0,0.33816473270415,0.33816473270415,0.3197862146224,0.3197862146224,62781600.0
1073,AAPL,1985-03-14,21.75,21.87,21.75,21.75,1078600.0,0.0,1.0,0.3197862146224,0.32155055235825,0.3197862146224,0.3197862146224,60401600.0
1074,AAPL,1985-03-15,21.75,23.12,21.62,22.62,809900.0,0.0,1.0,0.3197862146224,0.33992907043999,0.3178748487419,0.33257766320729,45354400.0
1075,AAPL,1985-03-18,22.87,23.12,22.87,22.87,557000.0,0.0,1.0,0.33625336682364,0.33992907043999,0.33625336682364,0.33625336682364,31192000.0
1076,AAPL,1985-03-19,22.87,23.12,22.0,22.0,765400.0,0.0,1.0,0.33625336682364,0.33992907043999,0.32346191823875,0.32346191823875,42862400.0
1077,AAPL,1985-03-20,22.25,22.62,22.25,22.25,1807900.0,0.0,1.0,0.3271376218551,0.33257766320729,0.3271376218551,0.3271376218551,101242400.0
1078,AAPL,1985-03-21,22.62,23.0,22.62,22.62,725300.0,0.0,1.0,0.33257766320729,0.33816473270415,0.33257766320729,0.33257766320729,40616800.0
1079,AAPL,1985-03-22,22.62,23.0,22.25,22.25,358800.0,0.0,1.0,0.33257766320729,0.33816473270415,0.3271376218551,0.3271376218551,20092800.0
1080,AAPL,1985-03-25,22.25,22.25,21.62,21.62,490900.0,0.0,1.0,0.3271376218551,0.3271376218551,0.3178748487419,0.3178748487419,27490400.0
1081,AAPL,1985-03-26,22.5,22.5,22.5,22.5,542100.0,0.0,1.0,0.33081332547145,0.33081332547145,0.33081332547145,0.33081332547145,30357600.0
1082,AAPL,1985-03-27,22.5,22.75,21.87,21.87,497100.0,0.0,1.0,0.33081332547145,0.3344890290878,0.32155055235825,0.32155055235825,27837600.0
1083,AAPL,1985-03-28,21.87,22.25,21.87,21.87,578600.0,0.0,1.0,0.32155055235825,0.3271376218551,0.32155055235825,0.32155055235825,32401600.0
1084,AAPL,1985-03-29,21.87,22.25,21.87,22.12,389200.0,0.0,1.0,0.32155055235825,0.3271376218551,0.32155055235825,0.3252262559746,21795200.0
1085,AAPL,1985-04-01,22.12,22.62,21.62,21.62,509200.0,0.0,1.0,0.3252262559746,0.33257766320729,0.3178748487419,0.3178748487419,28515200.0
1086,AAPL,1985-04-02,21.62,21.75,21.0,21.0,1015300.0,0.0,1.0,0.3178748487419,0.3197862146224,0.30875910377335,0.30875910377335,56856800.0
1087,AAPL,1985-04-03,21.0,21.12,21.0,21.0,1083300.0,0.0,1.0,0.30875910377335,0.3105234415092,0.30875910377335,0.30875910377335,60664800.0
1088,AAPL,1985-04-04,21.0,21.12,20.62,20.87,722600.0,0.0,1.0,0.30875910377335,0.3105234415092,0.3031720342765,0.30684773789285,40465600.0
1089,AAPL,1985-04-08,20.87,21.0,19.62,19.62,887200.0,0.0,1.0,0.30684773789285,0.30875910377335,0.2884692198111,0.2884692198111,49683200.0
1090,AAPL,1985-04-09,19.62,19.75,19.62,19.62,1178100.0,0.0,1.0,0.2884692198111,0.2903805856916,0.2884692198111,0.2884692198111,65973600.0
1091,AAPL,1985-04-10,21.0,21.25,21.0,21.0,1013000.0,0.0,1.0,0.30875910377335,0.3124348073897,0.30875910377335,0.30875910377335,56728000.0
1092,AAPL,1985-04-11,21.37,22.0,21.37,21.37,654800.0,0.0,1.0,0.31419914512555,0.32346191823875,0.31419914512555,0.31419914512555,36668800.0
1093,AAPL,1985-04-12,21.37,21.37,20.75,20.87,323800.0,0.0,1.0,0.31419914512555,0.31419914512555,0.305083400157,0.30684773789285,18132800.0
1094,AAPL,1985-04-15,21.37,21.62,21.37,21.37,267100.0,0.0,1.0,0.31419914512555,0.3178748487419,0.31419914512555,0.31419914512555,14957600.0
1095,AAPL,1985-04-16,21.62,21.75,21.62,21.62,302000.0,0.0,1.0,0.3178748487419,0.3197862146224,0.3178748487419,0.3178748487419,16912000.0
1096,AAPL,1985-04-17,22.62,22.87,22.62,22.62,550200.0,0.0,1.0,0.33257766320729,0.33625336682364,0.33257766320729,0.33257766320729,30811200.0
1097,AAPL,1985-04-18,22.87,23.0,22.87,22.87,903700.0,0.0,1.0,0.33625336682364,0.33816473270415,0.33625336682364,0.33625336682364,50607200.0
1098,AAPL,1985-04-19,22.87,22.87,22.37,22.5,428700.0,0.0,1.0,0.33625336682364,0.33625336682364,0.32890195959095,0.33081332547145,24007200.0
1099,AAPL,1985-04-22,22.5,22.5,21.62,21.62,458000.0,0.0,1.0,0.33081332547145,0.33081332547145,0.3178748487419,0.3178748487419,25648000.0
1100,AAPL,1985-04-23,22.12,22.25,22.12,22.12,528100.0,0.0,1.0,0.3252262559746,0.3271376218551,0.3252262559746,0.3252262559746,29573600.0
1101,AAPL,1985-04-24,22.12,22.5,22.0,22.0,352400.0,0.0,1.0,0.3252262559746,0.33081332547145,0.32346191823875,0.32346191823875,19734400.0
1102,AAPL,1985-04-25,22.0,22.12,22.0,22.0,391200.0,0.0,1.0,0.32346191823875,0.3252262559746,0.32346191823875,0.32346191823875,21907200.0
1103,AAPL,1985-04-26,22.0,22.62,21.87,21.87,534400.0,0.0,1.0,0.32346191823875,0.33257766320729,0.32155055235825,0.32155055235825,29926400.0
1104,AAPL,1985-04-29,21.87,22.0,21.12,21.12,277700.0,0.0,1.0,0.32155055235825,0.32346191823875,0.3105234415092,0.3105234415092,15551200.0
1105,AAPL,1985-04-30,21.25,21.37,21.25,21.25,422900.0,0.0,1.0,0.3124348073897,0.31419914512555,0.3124348073897,0.3124348073897,23682400.0
1106,AAPL,1985-05-01,21.25,21.37,20.87,20.87,256000.0,0.0,1.0,0.3124348073897,0.31419914512555,0.30684773789285,0.30684773789285,14336000.0
1107,AAPL,1985-05-02,20.62,20.62,19.25,19.25,1472200.0,0.0,1.0,0.3031720342765,0.3031720342765,0.2830291784589,0.2830291784589,82443200.0
1108,AAPL,1985-05-03,19.25,20.12,19.25,20.0,705900.0,0.0,1.0,0.2830291784589,0.2958206270438,0.2830291784589,0.29405628930795,39530400.0
1109,AAPL,1985-05-06,20.0,20.25,19.75,19.75,250600.0,0.0,1.0,0.29405628930795,0.2977319929243,0.2903805856916,0.2903805856916,14033600.0
1110,AAPL,1985-05-07,20.0,20.0,20.0,20.0,480400.0,0.0,1.0,0.29405628930795,0.29405628930795,0.29405628930795,0.29405628930795,26902400.0
1111,AAPL,1985-05-08,19.87,19.87,19.87,19.87,644600.0,0.0,1.0,0.29214492342745,0.29214492342745,0.29214492342745,0.29214492342745,36097600.0
1112,AAPL,1985-05-09,20.0,20.12,20.0,20.0,567300.0,0.0,1.0,0.29405628930795,0.2958206270438,0.29405628930795,0.29405628930795,31768800.0
1113,AAPL,1985-05-10,20.0,20.5,20.0,20.25,607500.0,0.0,1.0,0.29405628930795,0.30140769654065,0.29405628930795,0.2977319929243,34020000.0
1114,AAPL,1985-05-13,20.25,20.37,20.0,20.0,389400.0,0.0,1.0,0.2977319929243,0.29949633066015,0.29405628930795,0.29405628930795,21806400.0
1115,AAPL,1985-05-14,20.0,20.12,19.75,19.75,543500.0,0.0,1.0,0.29405628930795,0.2958206270438,0.2903805856916,0.2903805856916,30436000.0
1116,AAPL,1985-05-15,20.0,20.37,20.0,20.0,582300.0,0.0,1.0,0.29405628930795,0.29949633066015,0.29405628930795,0.29405628930795,32608800.0
1117,AAPL,1985-05-16,21.37,22.0,21.37,21.37,1029200.0,0.0,1.0,0.31419914512555,0.32346191823875,0.31419914512555,0.31419914512555,57635200.0
1118,AAPL,1985-05-17,21.37,22.12,21.25,21.75,945800.0,0.0,1.0,0.31419914512555,0.3252262559746,0.3124348073897,0.3197862146224,52964800.0
1119,AAPL,1985-05-20,21.75,22.25,21.37,21.37,880300.0,0.0,1.0,0.3197862146224,0.3271376218551,0.31419914512555,0.31419914512555,49296800.0
1120,AAPL,1985-05-21,21.25,21.25,20.75,20.75,681000.0,0.0,1.0,0.3124348073897,0.3124348073897,0.305083400157,0.305083400157,38136000.0
1121,AAPL,1985-05-22,20.75,20.87,20.62,20.62,538200.0,0.0,1.0,0.305083400157,0.30684773789285,0.3031720342765,0.3031720342765,30139200.0
1122,AAPL,1985-05-23,20.5,20.5,19.75,19.75,1067700.0,0.0,1.0,0.30140769654065,0.30140769654065,0.2903805856916,0.2903805856916,59791200.0
1123,AAPL,1985-05-24,19.75,19.75,18.12,18.12,2631600.0,0.0,1.0,0.2903805856916,0.2903805856916,0.26641499811301,0.26641499811301,147369600.0
1124,AAPL,1985-05-28,17.87,17.87,16.87,16.87,2281100.0,0.0,1.0,0.26273929449666,0.26273929449666,0.24803648003126,0.24803648003126,127741600.0
1125,AAPL,1985-05-29,17.12,17.25,17.12,17.12,1100700.0,0.0,1.0,0.25171218364761,0.25362354952811,0.25171218364761,0.25171218364761,61639200.0
1126,AAPL,1985-05-30,17.62,17.87,17.62,17.62,1405900.0,0.0,1.0,0.25906359088031,0.26273929449666,0.25906359088031,0.25906359088031,78730400.0
1127,AAPL,1985-05-31,17.62,18.0,17.37,17.37,1649200.0,0.0,1.0,0.25906359088031,0.26465066037716,0.25538788726396,0.25538788726396,92355200.0
1128,AAPL,1985-06-03,17.0,17.0,16.0,16.0,2571500.0,0.0,1.0,0.24994784591176,0.24994784591176,0.23524503144636,0.23524503144636,144004000.0
