Symbol,Date,Close,High,Low,Open,Volume
IBM,2004-01-16,95.32,95.35,94.71,95.0,9089700
IBM,2004-01-19,95.32,95.35,94.71,95.0,0
IBM,2004-01-20,97.1,97.44,95.73,96.0,9314900
IBM,2004-01-21,97.7,98.04,96.64,97.23,6832700
IBM,2004-01-22,97.51,98.16,97.32,97.84,4344900
IBM,2004-01-23,97.9,98.21,97.1,97.82,5273200
IBM,2004-01-26,99.85,99.85,97.56,97.9,6166200
IBM,2004-01-27,98.8,99.67,98.7,99.4,5285800
IBM,2004-01-28,97.38,99.42,97.28,99.15,6483000
IBM,2004-01-29,98.01,98.6,96.55,98.1,6618100
IBM,2004-01-30,99.23,99.33,97.84,98.02,6122400
IBM,2004-02-02,99.39,99.94,98.5,99.15,6125700
IBM,2004-02-03,100.0,100.0,98.95,99.0,5598300
IBM,2004-02-04,100.19,100.43,99.3,99.38,8362399
IBM,2004-02-05,98.86,100.09,98.26,100.0,5951100
IBM,2004-02-06,98.94,99.24,98.25,98.85,5485600
IBM,2004-02-09,98.74,99.44,98.62,99.31,3719700
IBM,2004-02-10,99.61,99.97,98.41,98.45,4052900
IBM,2004-02-11,99.96,100.31,98.8,99.2,5505700
IBM,2004-02-12,99.3,100.3,99.3,100.06,3571900
IBM,2004-02-13,99.71,100.09,99.083,99.1,3548300
IBM,2004-02-16,99.71,100.09,99.083,99.1,0
IBM,2004-02-17,99.37,100.0,99.32,99.99,3930400
IBM,2004-02-18,98.42,99.77,98.15,99.31,4812200
IBM,2004-02-19,97.8,99.23,97.52,98.42,5370300
IBM,2004-02-20,97.31,98.6,97.19,98.0,5690200
IBM,2004-02-23,95.96,97.51,95.46,97.4,6618900
IBM,2004-02-24,96.79,97.46,95.2,95.2,6878200
IBM,2004-02-25,96.54,97.09,96.23,96.5,3358000
IBM,2004-02-26,96.79,97.26,96.25,96.27,3924200
IBM,2004-02-27,96.5,97.38,96.1,96.8,4618600
IBM,2004-03-01,97.04,97.25,96.15,96.5,4380300
IBM,2004-03-02,96.82,97.6,96.62,97.6,4976100
IBM,2004-03-03,96.84,96.89,95.6,96.57,4829800
IBM,2004-03-04,96.39,96.92,96.132,96.58,3484900
IBM,2004-03-05,96.45,96.98,95.56,95.95,3944400
IBM,2004-03-08,94.59,96.88,94.59,96.49,5052100
IBM,2004-03-09,94.53,95.28,93.77,94.3,6368400
IBM,2004-03-10,93.06,94.74,92.68,94.38,6555000
IBM,2004-03-11,91.21,92.98,91.15,92.0,8607000
IBM,2004-03-12,93.3,93.38,91.68,92.0,6262500
IBM,2004-03-15,91.82,92.69,90.88,92.6,6500000
IBM,2004-03-16,92.45,92.7,91.42,92.4,4647500
IBM,2004-03-17,93.39,93.79,92.45,92.57,4596400
IBM,2004-03-18,92.85,93.18,91.9,93.05,4578600
IBM,2004-03-19,91.62,92.97,91.51,92.86,6705400
IBM,2004-03-22,91.02,91.48,90.28,91.27,6224600
IBM,2004-03-23,91.32,92.16,90.68,91.6,5051600
IBM,2004-03-24,91.77,92.49,91.04,91.57,6180600
IBM,2004-03-25,92.39,92.63,91.45,92.15,5577900
IBM,2004-03-26,92.77,93.25,92.16,92.39,4353800
IBM,2004-03-29,92.68,93.61,92.18,92.99,4873700
IBM,2004-03-30,92.32,92.67,91.35,92.67,5303100
IBM,2004-03-31,91.84,92.24,91.51,92.07,4541100
IBM,2004-04-01,92.37,92.68,91.62,91.67,4302000
IBM,2004-04-02,94.2,94.55,93.33,93.55,5814800
IBM,2004-04-05,94.18,94.37,93.51,93.95,3965600
IBM,2004-04-06,93.7,93.79,93.02,93.6,4065299
IBM,2004-04-07,93.08,93.58,92.51,93.37,4293400
IBM,2004-04-08,93.12,94.39,92.55,94.0,3856600
IBM,2004-04-09,93.12,94.39,92.55,94.0,0
IBM,2004-04-12,93.74,94.36,93.4,93.5,3122400
IBM,2004-04-13,93.04,94.04,92.5,93.79,4455200
IBM,2004-04-14,93.7,93.86,92.1,92.1,5336500
IBM,2004-04-15,93.97,94.09,93.06,93.8,6615700
IBM,2004-04-16,92.28,92.35,91.04,92.3,11001400
IBM,2004-04-19,92.3,92.3,91.9,91.9,4159399
IBM,2004-04-20,90.65,92.48,90.65,92.0,4234000
IBM,2004-04-21,91.26,91.42,90.69,91.15,4380200
IBM,2004-04-22,90.74,91.51,89.7,90.5,7940600
IBM,2004-04-23,91.28,91.61,90.36,91.0,5037400
IBM,2004-04-26,90.43,91.56,90.349,90.75,4497200
IBM,2004-04-27,91.11,91.99,90.56,90.65,4761800
IBM,2004-04-28,90.41,90.98,90.21,90.3,4675500
IBM,2004-04-29,89.08,90.28,88.19,90.01,7645600
IBM,2004-04-30,88.6934,89.2,88.01,89.01,5016300
IBM,2004-05-03,88.02,88.52,87.201,88.13,6010400
IBM,2004-05-04,89.0,89.74,88.0,88.02,5440200
IBM,2004-05-05,88.96,89.75,88.51,89.75,4268900
IBM,2004-05-06,88.36,89.1,87.59,88.1,4230000
IBM,2004-05-07,88.19,89.4,87.62,87.75,5333800
IBM,2004-05-10,86.88,88.103,86.37,87.6,6603900
IBM,2004-05-11,87.13,88.15,86.82,87.2,6470300
IBM,2004-05-12,86.81,87.25,85.12,87.25,8358499
IBM,2004-05-13,87.19,87.41,86.26,86.79,4692600
IBM,2004-05-14,86.41,87.35,86.07,86.65,5159800
IBM,2004-05-17,85.53,86.03,85.15,85.3,5698700
IBM,2004-05-18,86.06,86.49,86.0,86.08,4322200
IBM,2004-05-19,87.05,88.88,86.5,87.4,7421100
IBM,2004-05-20,87.42,87.95,87.05,87.06,4019300
IBM,2004-05-21,87.13,88.18,86.91,87.59,4959200
IBM,2004-05-24,87.1,87.84,86.55,87.45,3764100
IBM,2004-05-25,88.7,88.92,86.55,86.75,5301000
IBM,2004-05-26,88.35,88.85,88.04,88.64,4314600
IBM,2004-05-27,88.59,89.08,87.98,88.75,4027000
IBM,2004-05-28,88.59,88.85,88.25,88.48,3178700
IBM,2004-05-31,88.59,88.85,88.25,88.48,0
IBM,2004-06-01,88.12,88.48,87.3,88.0,4734200
IBM,2004-06-02,87.98,88.64,87.89,88.64,3905600
IBM,2004-06-03,87.35,88.1,87.35,87.85,2969800
IBM,2004-06-04,87.56,88.49,87.5,87.95,3778100
IBM,2004-06-07,88.64,88.99,88.01,88.75,4062100
IBM,2004-06-08,90.04,90.5,88.4,88.64,5391200
IBM,2004-06-09,90.09,90.55,89.81,89.9,5203500
IBM,2004-06-10,90.46,90.75,89.891,90.23,3452400
IBM,2004-06-11,90.46,90.75,89.891,90.23,0
IBM,2004-06-14,90.07,90.58,89.62,90.05,4100799
IBM,2004-06-15,90.54,91.21,90.232,90.49,4488200
IBM,2004-06-16,90.38,90.93,90.09,90.25,3106700
IBM,2004-06-17,90.44,90.56,90.07,90.5,4172300
IBM,2004-06-18,90.06,90.8,89.9,90.2,6353300
IBM,2004-06-21,90.1288,90.43,89.31,90.4,3803200
IBM,2004-06-22,90.02,90.24,89.13,89.28,4083999
IBM,2004-06-23,90.79,90.84,89.84,90.1,4305200
IBM,2004-06-24,89.99,90.92,89.84,90.28,4043900
IBM,2004-06-25,89.55,90.23,88.94,89.95,4916200
IBM,2004-06-28,88.71,89.9,88.36,89.71,4357400
IBM,2004-06-29,88.29,88.49,87.9,88.35,4367900
IBM,2004-06-30,88.15,88.5,87.7,88.3,4601700
IBM,2004-07-01,87.5,88.44,86.57,88.28,5013400
IBM,2004-07-02,87.04,87.55,86.6,87.45,2868000
IBM,2004-07-05,87.04,87.55,86.6,87.45,0
IBM,2004-07-06,85.7,86.73,85.13,86.5,6303500
IBM,2004-07-07,85.35,85.94,85.05,85.3,5563900
IBM,2004-07-08,83.65,85.01,83.58,85.0,7437900
IBM,2004-07-09,83.89,84.5,83.51,84.4,6568800
IBM,2004-07-12,84.3423,85.25,83.42,84.0,6008000
IBM,2004-07-13,85.25,86.09,85.2,85.9,5843300
IBM,2004-07-14,84.13,85.24,83.78,84.84,6289000
IBM,2004-07-15,84.02,84.63,83.61,84.13,6571300
IBM,2004-07-16,84.28,86.48,84.28,86.05,10181900
IBM,2004-07-19,85.3,85.85,84.4,84.5,6471200
IBM,2004-07-20,86.36,86.49,85.3,85.63,5574700
IBM,2004-07-21,85.3,87.11,85.3,86.75,5506300
IBM,2004-07-22,85.5558,86.4,84.68,85.0,5887600
IBM,2004-07-23,84.85,86.06,84.5,85.7,4290200
IBM,2004-07-26,85.09,85.58,84.51,84.85,4498500
IBM,2004-07-27,85.88,86.3,85.45,85.6,4074200
IBM,2004-07-28,85.85,86.28,84.88,85.88,5557600
IBM,2004-07-29,86.77,87.22,86.23,86.25,4227600
IBM,2004-07-30,87.07,87.4,86.388,86.45,3482000
IBM,2004-08-02,86.69,87.39,86.42,86.87,3386100
IBM,2004-08-03,85.71,86.8,85.44,86.7,4077800
IBM,2004-08-04,85.97,86.65,85.25,85.3,4096199
IBM,2004-08-05,85.19,86.42,85.01,85.97,3847600
IBM,2004-08-06,83.48,84.76,83.42,84.38,5233300
IBM,2004-08-09,83.55,83.96,82.87,83.48,3557700
IBM,2004-08-10,84.99,84.99,83.81,84.0,4355700
IBM,2004-08-11,83.69,83.98,83.1,83.7,5347000
IBM,2004-08-12,82.21,86.35,81.9,83.05,7090700
IBM,2004-08-13,83.91,83.94,82.51,82.54,5938700
IBM,2004-08-16,84.02,84.56,83.51,83.7,4322000
IBM,2004-08-17,84.04,84.54,83.66,84.1,3540700
IBM,2004-08-18,84.4591,85.13,83.57,83.6,4833400
IBM,2004-08-19,84.89,85.35,84.45,84.75,4158299
IBM,2004-08-20,85.25,85.25,84.52,84.52,4459800
IBM,2004-08-23,84.65,85.45,84.65,85.23,4311600
IBM,2004-08-24,84.71,85.15,84.35,85.0,2696900
IBM,2004-08-25,85.07,85.27,84.55,85.0,4344800
IBM,2004-08-26,84.69,85.04,84.69,85.0,3117200
IBM,2004-08-27,84.94,84.95,84.59,84.65,2421900
IBM,2004-08-30,84.4,84.99,84.39,84.57,2199500
IBM,2004-08-31,84.69,84.69,83.65,84.55,3246300
IBM,2004-09-01,84.22,85.09,84.01,84.05,4752000
IBM,2004-09-02,84.57,84.78,83.85,84.22,3355400
IBM,2004-09-03,84.39,84.69,83.96,84.3,3310100
IBM,2004-09-06,84.39,84.69,83.96,84.3,0
IBM,2004-09-07,84.97,85.44,84.6,84.7,3999200
IBM,2004-09-08,85.86,86.51,84.88,84.9,5484700
IBM,2004-09-09,86.44,86.79,85.86,85.86,4419000
IBM,2004-09-10,86.76,87.0,86.25,86.43,3731400
IBM,2004-09-13,86.49,87.28,86.08,87.0,4647300
IBM,2004-09-14,86.72,86.88,86.15,86.6,4011199
IBM,2004-09-15,86.37,86.5,85.89,85.94,4532000
IBM,2004-09-16,86.12,86.96,85.93,86.2,3065200
IBM,2004-09-17,85.74,86.5,85.44,86.4,6107100
IBM,2004-09-20,85.7,86.43,85.4,85.4,4350500
IBM,2004-09-21,85.72,86.11,85.34,85.7,4049500
IBM,2004-09-22,84.31,85.44,84.17,85.35,5012300
IBM,2004-09-23,83.88,84.27,83.24,84.04,4714700
IBM,2004-09-24,84.43,84.74,83.78,83.8,4883400
IBM,2004-09-27,84.16,84.44,83.98,84.1,4558600
IBM,2004-09-28,84.48,84.65,83.88,84.35,3813000
IBM,2004-09-29,84.98,84.98,84.15,84.48,3998200
IBM,2004-09-30,85.74,85.98,85.01,85.14,4998900
IBM,2004-10-01,86.72,86.98,85.88,85.95,4507400
IBM,2004-10-04,87.16,88.1,86.72,87.0,4869400
IBM,2004-10-05,87.32,88.03,87.13,87.95,5123600
IBM,2004-10-06,88.04,88.1,87.1,87.14,3965500
IBM,2004-10-07,87.42,88.1,87.4,88.04,3056800
IBM,2004-10-08,86.71,87.91,86.51,87.43,4071300
IBM,2004-10-11,86.63,87.2,86.27,86.77,2872100
IBM,2004-10-12,86.0,86.2,85.58,86.02,4620200
IBM,2004-10-13,84.98,86.48,84.43,86.26,6640100
IBM,2004-10-14,84.78,84.98,84.3,84.75,4230500
IBM,2004-10-15,84.85,85.25,84.6,84.78,5920100
IBM,2004-10-18,85.92,86.15,84.29,84.3,6299100
IBM,2004-10-19,89.73,89.73,88.45,88.45,13824900
IBM,2004-10-20,88.82,89.19,88.29,88.45,6632200
IBM,2004-10-21,88.1,88.76,87.66,88.4,6071800
IBM,2004-10-22,87.39,88.45,87.29,88.22,5688700
IBM,2004-10-25,88.43,88.9,87.31,87.36,5504800
IBM,2004-10-26,89.0,89.57,88.25,88.33,6970300
IBM,2004-10-27,90.0,90.27,88.5,88.58,5999400
IBM,2004-10-28,89.5,90.24,89.43,89.8,3991300
IBM,2004-10-29,89.75,89.9,88.95,89.4,4513800
IBM,2004-11-01,90.11,90.6,89.23,89.33,4674900
IBM,2004-11-02,90.47,91.22,89.5,89.55,5362300
IBM,2004-11-03,91.2,91.9,90.97,91.25,6546900
IBM,2004-11-04,92.38,92.7,90.82,91.05,6600700
IBM,2004-11-05,93.28,93.52,92.4,92.4,6505600
IBM,2004-11-08,93.37,93.7,92.5,92.5,4755800
IBM,2004-11-09,93.37,93.95,93.0,93.0,4444800
IBM,2004-11-10,93.61,94.3,92.92,92.92,6056300
IBM,2004-11-11,94.79,95.22,93.54,93.6,7421100
IBM,2004-11-12,95.32,95.5,94.56,94.66,4800300
IBM,2004-11-15,95.92,96.0,94.8,95.08,4809200
IBM,2004-11-16,94.89,95.5,94.65,95.25,5500400
IBM,2004-11-17,95.46,96.63,95.3,95.3,6223900
IBM,2004-11-18,95.1,95.7,95.03,95.36,4638800
IBM,2004-11-19,94.45,95.16,94.25,94.95,5633600
IBM,2004-11-22,95.11,95.4,94.16,94.3,5804900
IBM,2004-11-23,95.28,95.37,94.55,94.7,5243200
IBM,2004-11-24,95.46,95.79,95.038,95.04,3750600
IBM,2004-11-25,95.46,95.79,95.038,95.04,0
IBM,2004-11-26,94.72,95.38,94.58,95.05,2204300
IBM,2004-11-29,95.5,96.38,94.94,94.94,5689000
IBM,2004-11-30,94.24,95.65,94.24,95.15,5843400
IBM,2004-12-01,95.88,96.07,94.47,94.5,5640600
IBM,2004-12-02,95.76,96.78,95.49,95.65,4955200
IBM,2004-12-03,97.08,97.63,96.55,96.55,7018300
IBM,2004-12-06,97.67,97.9,96.65,96.88,4994800
IBM,2004-12-07,96.1,98.25,95.99,97.7,6464600
IBM,2004-12-08,96.65,97.35,95.77,96.43,5256100
IBM,2004-12-09,97.51,97.6,95.71,96.2,5710600
IBM,2004-12-10,96.67,97.99,96.1,96.1,4188300
IBM,2004-12-13,96.45,97.2,96.08,96.85,4790100
IBM,2004-12-14,97.31,97.7,96.288,96.3,4489000
IBM,2004-12-15,97.33,97.7,96.81,96.92,3880600
IBM,2004-12-16,97.45,98.15,96.8,96.8,5593500
IBM,2004-12-17,96.2,98.0,96.2,97.0,8853100
IBM,2004-12-20,96.55,97.57,96.35,96.35,4677200
IBM,2004-12-21,97.02,97.15,96.51,96.59,4836700
IBM,2004-12-22,97.61,97.98,97.29,97.35,4906700
IBM,2004-12-23,97.72,98.0,97.5,97.5,3515000
IBM,2004-12-24,97.72,98.0,97.5,97.5,0
IBM,2004-12-27,97.5,97.97,97.38,97.69,3252700
IBM,2004-12-28,98.3,98.55,97.37,97.4,4328000
IBM,2004-12-29,98.18,98.47,97.8,97.81,3261800
IBM,2004-12-30,98.3,99.0,98.07,98.1,3787100
IBM,2004-12-31,98.58,98.91,98.49,98.6,2771300
IBM,2005-01-03,97.75,99.1,97.25,98.97,5294500
IBM,2005-01-04,96.7,98.42,96.52,97.74,5579000
IBM,2005-01-05,96.5,97.83,96.4,96.6,5645200
IBM,2005-01-06,96.2,96.98,96.05,96.54,4367800
IBM,2005-01-07,95.78,96.8,95.47,96.5,6198800
IBM,2005-01-10,95.68,96.09,95.24,95.78,4600100
IBM,2005-01-11,95.0,95.79,94.71,95.68,4688400
IBM,2005-01-12,95.21,95.28,94.06,95.0,5149500
IBM,2005-01-13,94.45,96.2,93.7,95.39,5322100
IBM,2005-01-14,94.1,94.25,93.55,94.01,5449200
IBM,2005-01-17,94.1,94.25,93.55,94.01,0
IBM,2005-01-18,94.9,95.21,93.62,93.65,8138299
IBM,2005-01-19,93.1,95.15,92.93,94.95,7338200
IBM,2005-01-20,93.0,93.84,92.6,92.61,5677200
IBM,2005-01-21,92.38,93.3,92.23,93.0,6940800
IBM,2005-01-24,91.79,92.85,91.76,92.7,6430100
IBM,2005-01-25,92.19,92.59,91.95,91.98,5053300
IBM,2005-01-26,91.95,92.87,91.94,92.3,4886600
IBM,2005-01-27,91.98,92.22,91.44,91.5,4684300
IBM,2005-01-28,92.89,93.59,92.48,92.68,5948200
IBM,2005-01-31,93.42,93.95,93.05,93.65,4724800
IBM,2005-02-01,93.86,94.0,93.37,93.67,3551700
IBM,2005-02-02,94.3,94.35,93.63,93.78,3538400
IBM,2005-02-03,93.54,93.94,93.06,93.87,3788700
IBM,2005-02-04,94.51,94.74,93.0,93.01,3807400
IBM,2005-02-07,94.53,94.9,94.33,94.35,2814200
IBM,2005-02-08,94.13,94.64,94.13,94.28,3537600
IBM,2005-02-09,92.7,94.83,92.54,94.14,5626600
IBM,2005-02-10,92.76,93.1,92.3,92.95,4825700
IBM,2005-02-11,93.3,93.97,92.5,92.7,4218100
IBM,2005-02-14,93.57,94.02,93.16,93.16,2867700
IBM,2005-02-15,94.33,94.67,93.48,93.5,4147000
IBM,2005-02-16,94.62,94.97,94.2,94.23,4126600
IBM,2005-02-17,93.75,94.76,93.74,94.5,4069800
IBM,2005-02-18,93.27,94.25,92.55,93.75,4134200
IBM,2005-02-21,93.27,94.25,92.55,93.75,0
IBM,2005-02-22,92.32,93.5,92.23,92.67,4713500
IBM,2005-02-23,92.1,92.44,91.55,92.29,5562400
IBM,2005-02-24,92.64,93.09,91.85,91.98,4152300
IBM,2005-02-25,92.8,92.8,92.29,92.35,4076700
IBM,2005-02-28,92.58,92.76,92.41,92.53,4948900
IBM,2005-03-01,93.3,93.43,92.59,92.64,3756300
IBM,2005-03-02,92.92,93.73,92.75,92.75,4387400
IBM,2005-03-03,92.41,93.21,92.2,93.15,4028400
IBM,2005-03-04,92.37,93.18,92.36,92.94,4740300
IBM,2005-03-07,91.6,92.51,91.59,92.35,7032300
IBM,2005-03-08,92.13,92.56,91.7,91.7,5086300
IBM,2005-03-09,92.35,93.0,92.01,92.02,4502100
IBM,2005-03-10,92.41,92.8,92.09,92.35,3414700
IBM,2005-03-11,91.51,92.41,91.2,92.25,4473500
IBM,2005-03-14,91.9,92.04,91.5,91.5,3922400
IBM,2005-03-15,91.38,92.27,91.2,92.0,3622000
IBM,2005-03-16,90.65,91.4,90.25,90.74,5058300
IBM,2005-03-17,89.86,90.68,89.7,90.49,5559900
IBM,2005-03-18,89.28,89.9,89.09,89.86,7425900
IBM,2005-03-21,89.51,90.28,89.27,89.42,4392600
IBM,2005-03-22,89.5,90.34,89.26,89.61,4410800
IBM,2005-03-23,90.52,91.17,89.82,89.97,5385700
IBM,2005-03-24,90.7,91.55,90.7,90.8,4405500
IBM,2005-03-25,90.7,91.55,90.7,90.8,0
IBM,2005-03-28,91.04,91.63,90.62,90.71,4085800
IBM,2005-03-29,90.6,91.07,90.18,90.74,5862300
IBM,2005-03-30,90.68,90.88,90.32,90.32,5168100
IBM,2005-03-31,91.38,91.41,90.22,90.46,4417200
IBM,2005-04-01,90.44,91.76,90.04,91.49,5733700
IBM,2005-04-04,90.32,90.62,89.773,90.08,3735300
IBM,2005-04-05,89.57,90.33,89.26,90.23,4568200
IBM,2005-04-06,89.0,89.38,88.706,89.05,7836800
IBM,2005-04-07,88.44,89.2,88.1,89.0,6376500
IBM,2005-04-08,87.6,88.46,87.5,88.28,5126100
IBM,2005-04-11,86.2,87.56,86.09,87.35,8124200
IBM,2005-04-12,85.75,86.24,85.17,85.9,8212400
IBM,2005-04-13,84.57,85.972,84.24,85.76,7070600
IBM,2005-04-14,83.64,85.41,83.47,84.63,9979000
IBM,2005-04-15,76.7,79.66,76.33,79.49,27859000
IBM,2005-04-18,76.65,77.75,76.14,77.15,13084600
IBM,2005-04-19,75.48,77.2,75.25,76.98,9239500
IBM,2005-04-20,72.01,75.87,71.85,75.48,20257200
IBM,2005-04-21,74.03,74.1,72.8,72.99,16155500
IBM,2005-04-22,74.21,74.7,73.26,74.05,10983200
IBM,2005-04-25,74.61,75.72,74.05,75.24,10167300
IBM,2005-04-26,75.43,76.98,74.65,74.68,12482100
IBM,2005-04-27,77.05,77.18,75.5,75.69,11611600
IBM,2005-04-28,75.91,77.11,75.65,77.05,8157800
IBM,2005-04-29,76.38,77.08,75.91,77.05,8071600
IBM,2005-05-02,76.51,77.29,76.03,76.88,6897400
IBM,2005-05-03,76.47,76.96,75.93,76.78,5832000
IBM,2005-05-04,77.08,77.2,76.5,76.6,5437800
IBM,2005-05-05,75.5,78.11,75.33,78.0,12356200
IBM,2005-05-06,75.25,75.92,74.97,75.56,7446800
IBM,2005-05-09,74.98,75.46,74.71,75.26,5573200
IBM,2005-05-10,73.3,74.76,73.04,74.75,7967500
IBM,2005-05-11,73.28,73.69,72.51,73.63,6915700
IBM,2005-05-12,72.62,73.8,72.5,73.53,6058200
IBM,2005-05-13,73.16,73.86,72.52,72.53,7138300
IBM,2005-05-16,74.34,74.49,73.09,73.09,5404900
IBM,2005-05-17,74.29,74.43,73.33,73.93,5132400
IBM,2005-05-18,76.36,76.816,74.69,75.0,10222900
IBM,2005-05-19,77.16,77.64,76.37,76.5,7028000
IBM,2005-05-20,76.41,77.28,76.36,77.28,6319200
IBM,2005-05-23,76.51,76.95,76.0,76.3,4698900
IBM,2005-05-24,75.81,76.51,75.56,76.14,5657700
IBM,2005-05-25,76.0,76.03,75.17,75.42,5453600
IBM,2005-05-26,77.14,77.41,76.29,76.45,5815100
IBM,2005-05-27,77.1,77.24,76.53,77.11,3082400
IBM,2005-05-30,77.1,77.24,76.53,77.11,0
IBM,2005-05-31,75.55,77.41,75.5,76.6,6204500
IBM,2005-06-01,76.84,77.5,75.57,75.57,7447000
IBM,2005-06-02,77.35,77.39,76.68,76.75,3994200
IBM,2005-06-03,75.79,77.1,75.74,77.06,6116000
IBM,2005-06-06,75.0,75.9,74.92,75.8,5966900
IBM,2005-06-07,75.04,76.09,75.0,75.0,5181200
IBM,2005-06-08,74.8,75.4,74.63,75.15,4240200
IBM,2005-06-09,74.93,75.47,74.23,74.58,4411700
IBM,2005-06-10,74.77,75.05,74.1,74.25,4836300
IBM,2005-06-13,75.05,75.93,74.45,74.5,5692400
IBM,2005-06-14,74.89,75.43,74.73,75.05,4310100
IBM,2005-06-15,76.3,76.5,75.15,75.7,7096600
IBM,2005-06-16,77.05,77.25,76.31,76.4,7592800
IBM,2005-06-17,76.39,77.73,76.38,77.7,8324600
IBM,2005-06-20,76.55,76.98,75.57,76.03,3737500
IBM,2005-06-21,76.41,77.0,76.11,76.7,5238900
IBM,2005-06-22,77.23,77.49,76.67,76.83,5616200
IBM,2005-06-23,75.41,76.97,75.06,76.81,7593700
IBM,2005-06-24,74.01,75.4,74.0,75.17,10638300
IBM,2005-06-27,73.88,74.77,73.5,74.01,6503600
IBM,2005-06-28,75.3,75.3,73.45,73.83,8188800
IBM,2005-06-29,74.73,75.68,74.62,75.26,5464300
IBM,2005-06-30,74.2,75.49,74.07,74.8,6029900
IBM,2005-07-01,74.67,75.33,74.3,74.3,4321100
IBM,2005-07-04,74.67,75.33,74.3,74.3,0
IBM,2005-07-05,74.79,74.97,74.16,74.38,5160900
IBM,2005-07-06,75.81,76.15,74.4,74.8,7966400
IBM,2005-07-07,77.38,77.53,75.0,75.15,10751500
IBM,2005-07-08,79.3,79.52,77.14,77.38,13298300
IBM,2005-07-11,78.96,79.52,78.52,79.4,7082900
IBM,2005-07-12,80.04,80.49,79.18,79.2,10597200
IBM,2005-07-13,81.45,81.75,81.16,81.16,10876100
IBM,2005-07-14,82.42,82.67,82.0,82.0,8473900
IBM,2005-07-15,82.38,82.75,81.52,82.43,7561600
IBM,2005-07-18,81.81,83.94,81.68,81.99,7953600
IBM,2005-07-19,83.7,85.11,83.7,84.72,13984200
IBM,2005-07-20,84.6,84.96,82.99,83.2,9119500
IBM,2005-07-21,84.4,84.95,83.4,84.6,8261799
IBM,2005-07-22,84.44,84.63,83.86,83.98,4566400
IBM,2005-07-25,84.2,84.52,83.92,83.98,4421600
IBM,2005-07-26,84.12,84.35,83.85,84.15,4490200
IBM,2005-07-27,83.87,84.13,82.81,83.8,4759500
IBM,2005-07-28,83.8,83.97,83.27,83.55,6112200
IBM,2005-07-29,83.46,83.95,83.22,83.3,4186700
IBM,2005-08-01,83.43,83.85,82.85,83.0,3656600
IBM,2005-08-02,83.31,83.86,83.04,83.27,5378400
IBM,2005-08-03,84.06,84.2,83.11,83.31,4150800
IBM,2005-08-04,83.12,83.89,82.98,83.75,4949000
IBM,2005-08-05,83.36,83.74,82.73,82.75,3596500
IBM,2005-08-08,83.36,83.89,83.02,83.41,4122499
IBM,2005-08-09,83.5,83.95,82.94,83.4,3787700
IBM,2005-08-10,82.02,84.01,81.97,83.65,5373900
IBM,2005-08-11,82.66,82.75,81.62,81.93,4505000
IBM,2005-08-12,82.19,82.58,82.057,82.15,4365100
IBM,2005-08-15,82.5,82.94,81.61,81.9,3395200
IBM,2005-08-16,81.3,82.43,81.09,82.07,4395200
IBM,2005-08-17,81.3,81.94,80.84,81.4,4392000
IBM,2005-08-18,81.15,82.0,80.8,81.1,3697200
IBM,2005-08-19,82.76,83.3,81.16,81.36,6474600
IBM,2005-08-22,82.6,83.35,81.85,82.75,5133200
IBM,2005-08-23,82.03,83.14,81.6,82.7,3947900
IBM,2005-08-24,81.32,82.4,81.23,81.53,4381400
IBM,2005-08-25,81.1,81.45,80.72,81.45,3587200
IBM,2005-08-26,80.38,81.02,80.26,80.81,4996500
IBM,2005-08-29,81.34,81.75,79.9,80.0,3986800
IBM,2005-08-30,80.54,81.0,79.98,81.0,5672800
IBM,2005-08-31,80.62,80.79,79.87,80.35,4967600
IBM,2005-09-01,79.54,80.32,79.34,80.16,6320600
IBM,2005-09-02,79.46,80.01,79.46,79.5,3678100
IBM,2005-09-05,79.46,80.01,79.46,79.5,0
IBM,2005-09-06,81.02,81.19,79.7,79.7,6273800
IBM,2005-09-07,80.98,81.13,80.32,80.7,4106200
IBM,2005-09-08,80.8,81.52,80.5,81.28,4268600
IBM,2005-09-09,81.44,81.49,80.52,80.86,3981000
IBM,2005-09-12,81.48,82.11,81.0,81.03,3688500
IBM,2005-09-13,80.75,81.49,80.52,81.49,4596000
IBM,2005-09-14,80.48,81.4,80.42,80.75,3887600
IBM,2005-09-15,80.01,80.65,79.67,80.43,4780200
IBM,2005-09-16,80.33,80.5,79.83,80.38,7389900
IBM,2005-09-19,79.43,79.98,79.01,79.74,5098500
IBM,2005-09-20,78.7,79.65,78.63,79.27,6754400
IBM,2005-09-21,77.56,78.46,77.37,78.0,6856800
IBM,2005-09-22,78.21,78.5,77.3,77.56,6606800
IBM,2005-09-23,78.0,78.11,77.5,77.7,5430300
IBM,2005-09-26,77.41,78.41,76.93,78.31,5413700
IBM,2005-09-27,77.99,78.6,77.16,77.17,5457400
IBM,2005-09-28,79.5,79.73,78.06,78.06,7210300
IBM,2005-09-29,80.36,80.55,78.87,79.25,5891200
IBM,2005-09-30,80.22,80.5,79.97,80.02,5527900
IBM,2005-10-03,80.45,80.6,79.5,80.22,5261300
IBM,2005-10-04,80.11,81.47,79.93,80.65,6170000
IBM,2005-10-05,79.82,80.68,79.56,80.11,4928100
IBM,2005-10-06,79.7,80.27,78.7,79.82,7728000
IBM,2005-10-07,80.5,81.12,80.09,80.25,6077800
